1591425409.904712000	192.168.100.121	16	l.13.ns.ostrykebs.pl
1591425410.031871000	192.168.100.121	12	2.100.168.192.in-addr.arpa
1591425410.037530000	192.168.100.121	16	l.14.ns.ostrykebs.pl
1591425410.171418000	192.168.100.121	12	2.100.168.192.in-addr.arpa
1591425410.177000000	192.168.100.121	16	l.15.ns.ostrykebs.pl
1591425410.307767000	192.168.100.121	12	2.100.168.192.in-addr.arpa
1591425410.313455000	192.168.100.121	16	l.16.ns.ostrykebs.pl
1591425410.434604000	192.168.100.121	12	2.100.168.192.in-addr.arpa
1591425410.440267000	192.168.100.121	16	l.17.ns.ostrykebs.pl
1591425410.573356000	192.168.100.121	12	2.100.168.192.in-addr.arpa
1591425410.583003000	192.168.100.121	16	c.1-1.24006.ns.ostrykebs.pl
1591425412.793496000	192.168.100.121	12	2.100.168.192.in-addr.arpa
1591425412.799587000	192.168.100.121	16	c.1-1.24006.ns.ostrykebs.pl
1591425413.937969000	192.168.100.121	12	2.100.168.192.in-addr.arpa
1591425413.943497000	192.168.100.121	16	c.1-1.24006.ns.ostrykebs.pl
1591425416.124924000	192.168.100.121	12	2.100.168.192.in-addr.arpa
1591425416.130706000	192.168.100.121	16	c.1-1.24006.ns.ostrykebs.pl
1591425417.333051000	192.168.100.121	12	2.100.168.192.in-addr.arpa
1591425417.339087000	192.168.100.121	16	c.1-1.24006.ns.ostrykebs.pl
1591425419.504987000	192.168.100.121	12	2.100.168.192.in-addr.arpa
1591425419.510691000	192.168.100.121	16	c.1-1.24006.ns.ostrykebs.pl
1591425420.671040000	192.168.100.121	12	2.100.168.192.in-addr.arpa
1591425420.676758000	192.168.100.121	16	c.1-1.24006.ns.ostrykebs.pl
1591425422.836904000	192.168.100.121	12	2.100.168.192.in-addr.arpa
1591425422.842796000	192.168.100.121	16	c.1-1.24006.ns.ostrykebs.pl
1591425424.026621000	192.168.100.121	12	2.100.168.192.in-addr.arpa
1591425424.032222000	192.168.100.121	16	c.1-1.24006.ns.ostrykebs.pl
1591425426.390944000	192.168.100.121	12	2.100.168.192.in-addr.arpa
1591425426.397847000	192.168.100.121	16	c.1-1.24006.ns.ostrykebs.pl
1591425427.547441000	192.168.100.121	12	2.100.168.192.in-addr.arpa
1591425427.553340000	192.168.100.121	16	c.1-1.24006.ns.ostrykebs.pl
1591425428.753065000	192.168.100.121	12	2.100.168.192.in-addr.arpa
1591425428.759020000	192.168.100.121	16	c.1-1.24006.ns.ostrykebs.pl
1591425430.871304000	192.168.100.121	12	2.100.168.192.in-addr.arpa
1591425430.877040000	192.168.100.121	16	c.1-1.24006.ns.ostrykebs.pl
1591425432.109090000	192.168.100.121	12	2.100.168.192.in-addr.arpa
1591425432.114986000	192.168.100.121	16	c.1-1.24006.ns.ostrykebs.pl
1591425433.373720000	192.168.100.121	12	2.100.168.192.in-addr.arpa
1591425433.379737000	192.168.100.121	16	c.1-1.24006.ns.ostrykebs.pl
1591425435.561753000	192.168.100.121	12	2.100.168.192.in-addr.arpa
1591425435.567538000	192.168.100.121	16	c.1-1.24006.ns.ostrykebs.pl
1591425436.751748000	192.168.100.121	12	2.100.168.192.in-addr.arpa
1591425436.757899000	192.168.100.121	16	c.1-1.24006.ns.ostrykebs.pl
1591425437.932414000	192.168.100.121	12	2.100.168.192.in-addr.arpa
1591425437.938287000	192.168.100.121	16	c.1-1.24006.ns.ostrykebs.pl
1591425439.081104000	192.168.100.121	12	2.100.168.192.in-addr.arpa
1591425439.086899000	192.168.100.121	16	c.1-1.24006.ns.ostrykebs.pl
1591425441.427422000	192.168.100.121	12	2.100.168.192.in-addr.arpa
1591425441.434635000	192.168.100.121	16	c.1-1.24006.ns.ostrykebs.pl
1591425443.631993000	192.168.100.121	12	2.100.168.192.in-addr.arpa
1591425443.637748000	192.168.100.121	16	c.1-1.24006.ns.ostrykebs.pl
1591425445.749177000	192.168.100.121	12	2.100.168.192.in-addr.arpa
1591425445.754731000	192.168.100.121	16	c.1-1.24006.ns.ostrykebs.pl
1591425447.891873000	192.168.100.121	12	2.100.168.192.in-addr.arpa
1591425447.897786000	192.168.100.121	16	c.1-1.24006.ns.ostrykebs.pl
1591425449.022682000	192.168.100.121	12	2.100.168.192.in-addr.arpa
1591425449.028250000	192.168.100.121	16	c.1-1.24006.ns.ostrykebs.pl
1591425451.193393000	192.168.100.121	12	2.100.168.192.in-addr.arpa
1591425451.199435000	192.168.100.121	16	c.1-1.24006.ns.ostrykebs.pl
1591425452.359557000	192.168.100.121	12	2.100.168.192.in-addr.arpa
1591425452.365110000	192.168.100.121	16	c.1-1.24006.ns.ostrykebs.pl
1591425454.540514000	192.168.100.121	12	2.100.168.192.in-addr.arpa
1591425454.546554000	192.168.100.121	16	c.1-1.24006.ns.ostrykebs.pl
1591425455.707843000	192.168.100.121	12	2.100.168.192.in-addr.arpa
1591425455.713842000	192.168.100.121	16	c.1-1.24006.ns.ostrykebs.pl
1591425456.860956000	192.168.100.121	12	2.100.168.192.in-addr.arpa
1591425456.866543000	192.168.100.121	16	c.1-1.24006.ns.ostrykebs.pl
1591425458.957415000	192.168.100.121	12	2.100.168.192.in-addr.arpa
1591425458.963071000	192.168.100.121	16	c.1-1.24006.ns.ostrykebs.pl
1591425461.086016000	192.168.100.121	12	2.100.168.192.in-addr.arpa
1591425461.091593000	192.168.100.121	16	c.1-1.24006.ns.ostrykebs.pl
1591425462.238270000	192.168.100.121	12	2.100.168.192.in-addr.arpa
1591425462.244017000	192.168.100.121	16	c.1-1.24006.ns.ostrykebs.pl
